JOB TITLE,COMPANY,SALARY,LOCATION,SUMMARY,POST DATE,EXTRACT DATE,JOB URL
Junior iOS Developer,Nickelfox,"₹20,000 - ₹50,000 a month",,"Ensure the performance, quality, and responsiveness of applications.
Ensure code quality, coding standards and documentation of the project.
Carry out training sessions with respective technology…",1 day ago,2021-06-18,https://www.indeed.com/company/Nickelfox/jobs/Junior-Ios-Developer-564140ae130c57cb?fccid=3af55a331d626631&vjs=3
Software Developer,Vision Netsoft,,,"The resource must have competency in using Java/ J2EE architecture, Spring Framework.
Temporarily due to COVID-19.",27 days ago,2021-06-18,https://www.indeed.com/company/Vision-Netsoft/jobs/Software-Developer-73b97004ecd5e098?fccid=422ae656f5280790&vjs=3
Software Engineer - Backend,Fleetx,,,". Java/J2EE, Spring Boot and design patterns.
. Implementation of algorithms and use of advanced data structures.
. Good grasp of algorithms, memory management and multithreaded programming.",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=a9bcb5d15c20c85d&fccid=dd616958bd9ddc12&vjs=3
Senior flutter developer,Sikarwar Softwares,"₹25,000 - ₹35,000 a month",,"Following company policies and quality procedures to ensure quality product deliverables.
Manage the code and project on Git in order to keep in sync with other team members and managers.",18 days ago,2021-06-18,https://www.indeed.com/company/Sikarwar-Softwares/jobs/Senior-Flutter-Developer-d1d792780d3ad059?fccid=35a740fa3d0615d8&vjs=3
Software Engineer,Intellinet Systems,,,"Must have good experience developing web applications using Microsoft technologies (ASP.NET, C#, SQL Server 2005 etc.).
Candidates having exposure to CMM level 3 companies will be preferred.",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=ba6780e350c77a68&fccid=ab3002d5795e57ad&vjs=3
Kubernetes Software Engineer,Upwork,,,"Automate detection and remediation of problems (using tools such as node-problem-detector, Draino and Kured).
Perform upgrades on the software used by the cluster (e.g. Kubernetes, CAPI, Argo, Harbor)…",10 days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=18091234b0e1d371&fccid=b8df1dd8a8cec170&vjs=3
Sr. Software Engineer - Ruby Developer,Siemens Technology and Services Private Limited,,,"As a Senior Software Engineer (Ruby developer), you will works as an independent contributor and actively participates in the design process with the leads and architects.",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=d72cf92a4368a4e4&fccid=3b89b9ec324f96c8&vjs=3
Senior Software Engineer 1,Barco,,,"The super silent DLP business projectors are highly suitable for use in meeting rooms, boardrooms, brainstorm rooms or break-out rooms.
Barco offers projection technology for a wide variety of markets…",15 days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=68424668a18a21fa&fccid=92b151feed1efff6&vjs=3
Senior Dot Net Developer,Trisa Softech Pvt Ltd,"₹30,000 - ₹1,00,000 a month",,"Advanced working Experience with Azure as a solution platform including solution design, deployment by using (Azure Automation, Azure Function, Logic Apps, API integration) and administration;",1 day ago,2021-06-18,https://www.indeed.com/company/Trisa-Softech-Pvt-Ltd/jobs/Senior-Dot-Net-Developer-3ecf1027a2d73dc0?fccid=d8b4c96e40685c94&vjs=3
Angular Developer,A Prestigious client of Destiny HR Group Services,,,"Ability to function with minimal oversight and must have developed a project in a team and with the matured use of configuration management and build/release process.
Learn and contribute in DevOps.",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=3521146bb8700c44&fccid=a65b647b2800a9d3&vjs=3
Software Developer,#ARM Worldwide,"₹9,00,000 a month",,"Collaborate with Front-end developers to integrate user-facing elements with server-side logic.
Liaise with developers, designers, and system administrators to identify new features.",3 days ago,2021-06-18,https://www.indeed.com/company/ARM-Worldwide/jobs/Software-Developer-c250a84716633262?fccid=c40b6faf11c24e51&vjs=3
Dot Net Developer,Sunce Renewables,"₹4,00,000 - ₹9,00,000 a year",,"Full Stack Developers are responsible for developing and designing front end web architecture, ensuring the responsiveness of applications and working alongside graphic designers for web design…",1 day ago,2021-06-18,https://www.indeed.com/company/Sunce-Renewables/jobs/Dot-Net-Developer-086e0e1fd8f08140?fccid=d82f65d506118247&vjs=3
Front End Developer,Centilytics,"₹5,00,000 a year",,"Some experience building personal or professional applications using languages or libraries like HTML, CSS, JavaScript, JQuery etc. which you can showcase.
Work Experience Upper Limit (in Years).",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=063526eb578fd95e&fccid=08c4ecb80f192999&vjs=3
DOT NET DEVELOPER,DISGEN INTERNATIONAL PVT LTD.,"₹2,00,000 - ₹4,00,000 a year",,"NET, C# , HTML , CSS, JAVASCRIPT , SQL SERVER , RDBMS, DML, DDL.",18 days ago,2021-06-18,https://www.indeed.com/company/DIGITAL-INDIA-SW-SOLUTIONS/jobs/Dot-Net-Developer-24351ee172035959?fccid=39f80a485a766078&vjs=3
Software Development Snr Manager,Oracle,,,"Some of the new innovations we are working on include a business user friendly collaborative process modeling tools, dynamic modification of business policies using declarative Rules, engine based on…",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=908dabed3723ab1b&fccid=cd22d01053af7669&vjs=3
ServiceNow Developer,Anlage Infotech,"₹15,00,000 a year",,"Provide administration, application development, maintenance, and technical support by using good practice web programming techniques to configure robust solutions to the client utilizing the…",29 days ago,2021-06-18,https://www.indeed.com/company/Anlage-Infotech/jobs/Servicenow-Developer-eb140172fd4453a1?fccid=072799ab08db3122&vjs=3
PHP Developer,Digifloat.io,"₹16,000 - ₹22,000 a month",,"Build the front-end of applications using given visual design cues.
The ideal candidate should be a highly resourceful and innovative developer with extensive experience in the layout, design, and…",1 day ago,2021-06-18,https://www.indeed.com/company/Digifloat/jobs/PHP-Developer-8b8fe3d681a21468?fccid=6b3e020b2e81b1bc&vjs=3
Java Developer,Truechip Solutions,,,"Help in building Java FX/Swing based, Web based, Android mobile and tablet based application.
Interacts with a set of clients (client senior developers and architects) to create technology…",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=cc40616628d5b0eb&fccid=80f922b014bddf79&vjs=3
Application Developer: EAI,IBM,,,Client interaction and ability to lead and guide teams on developing solutions that fully integrate and collaborate with existing IT systems to perform an automated business function.,11 days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=733d5ebb658d8398&fccid=de71a49b535e21cb&vjs=3
Web Designer & Developer,Feathers Innovations Pvt.Ltd.,"₹18,000 - ₹20,000 a month",,"Deep functional knowledge or hands on design experience with Web Services (REST, SOAP, etc ..) is needed to be successful in this position.
Deep expertise and hands on experience with Web Applications…",9 days ago,2021-06-18,https://www.indeed.com/company/Feathers-Innovation-Pvt.-Ltd./jobs/Web-Designer-Developer-2dbdcc3284c6637f?fccid=15029eca0ccbbd15&vjs=3
Windows Application Developer - Urgent Requirement (4),Tech Archie,"₹25,000 - ₹35,000 a month",,"NET Programmer (Windows\\Desktop Application) to build software using languages and technologies of the .
NET framework, SQL Server and design/architectural patterns (e.g. Model-View-Controller (MVC))…",3 days ago,2021-06-18,https://www.indeed.com/company/Tech-Archie/jobs/Window-Application-Developer-5438ed9e1acd39cd?fccid=ec8e19846fa49732&vjs=3
Software Senior Developer,NTT DATA Services,,,"As a senior programmer, resource will analyse business and technical designs/processes and using mainframe programming language and technologies, he will write code, complete programming and perform…",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=fad145bdbaafa82d&fccid=ac38a400acc8fe73&vjs=3
Android Developer,GISC,"₹3,00,000 - ₹6,50,000 a year",,"Proven expertise in Android Applic*ation development using Android* Studio, SQL and Android SDK.
Must have Objec*t Oriented programming skills with experienc*e understanding and applying OO…",7 days ago,2021-06-18,https://www.indeed.com/company/GISC/jobs/Android-Developer-02b3654438d11b96?fccid=a9e56588d0d3e78a&vjs=3
Java/J2EE Developer(PAN India location),Fervour Infosystem Pvt Ltd,"₹15,00,000 a year",,"Must have: * Experience in web application design using open source MVC, Struts, Spring Frameworks and J2EE design patterns.
Nice to have: * Experience in core Java concepts like OOP, JDBC, Multi…",1 day ago,2021-06-18,https://www.indeed.com/rc/clk?cmp=Fervour-Infosystem-Pvt-Ltd&ti=Java%2Fj2ee+Developer&jk=6e9db3a481dbca51&fccid=099b4832589a6724&vjs=3
Java Developer,Mirrorsize US Inc,"₹3,00,000 - ₹7,00,000 a year",,"Immediate hiring for Sr. Java Developer with minimum 3 years of work experience in Java and Spring Boot, MVC.
Key Skills : *Minimum 3 years of solid experience in Java, Spring Boot, MVC, MYSQL, Data…",30+ days ago,2021-06-18,https://www.indeed.com/company/Mirrorsize-US-Inc/jobs/Java-Developer-49be81a8a11c322b?fccid=6c39a48a27e0ebc9&vjs=3
Full Stack Developer,EpVi New Technological Epoch Pvt. ltd.,"₹3,40,894 - ₹10,00,000 a year",,"He/She must be a problem solver and responsible for his work.
Pilot launched in Jan 2021 in 50 homes.
Hardware is fully functional and tested thoroughly.
Total work: 1 year (Preferred).",2 days ago,2021-06-18,https://www.indeed.com/company/EpVi-Lighting-Technology/jobs/Full-Stack-Developer-dbc789f5c6529056?fccid=6447ce34573908e3&vjs=3
Full Stack Developer- Frost Tech,Macquarie Group Limited,,,You’ll play a key role in stakeholder management and use your excellent communication and people skills to build strong relationships in both the business and wider technology group.,Today,2021-06-18,https://www.indeed.com/rc/clk?jk=d9af0a2ef4c5f1df&fccid=ca2285c3548c3efe&vjs=3
Oracle Developer,Adaptive IT,,,"Required Oracle Developers with experience of 1-5 yrs in Oracle PL/SQL.
Candidate with experience of oracle Forms D2K 4.5 or Forms6i or Forms10g are preferred.",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=92e274a3e93a4367&fccid=0514d1c891228d42&vjs=3
Software Testing Engineer,GALTON TECHNOLOGIES,,,"Should have expertise in various test development and design methodologies.
Good experience in using web service testing.
Provide proactive advice and feedback throughout the software testing.",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=8af959f2e15408df&fccid=80a39763eb398eb2&vjs=3
PHP Developer,TheUrbanStartup,"₹12,888 - ₹20,000 a month",,"You must also possess a strong knowledge of web application development using PHP programming language and MySQL Server databases.
Work in a data analyst role and with business intelligence…",27 days ago,2021-06-18,https://www.indeed.com/company/TheUrbanStartup/jobs/PHP-Developer-c92dff8513b0c523?fccid=f532222ae891f34c&vjs=3
ReactJS Developer,PEOPLEINC,"₹4,80,000 a year",,"Developing and Managing web applications and websites using React js.
Building a Website from an approved design to a functional storefront.
Developing and implementing highly responsive user…",6 days ago,2021-06-18,https://www.indeed.com/company/PEOPLEINC/jobs/Reactj-Developer-62ee03016f89dc59?fccid=2bed5992579b212a&vjs=3
Software Developer - ASP.NET,Easy Solution,,,NET CORE will be preferred.,30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=70135d978ded86f4&fccid=93c7af6b29a0399f&vjs=3
Web Developer Trainee,DBW Online Private Limited,"₹3,000 - ₹10,000 a month",,"Tech, M.Tech, MSc computer science, BSc computer science.
Job Types: Full-time, Part-time, Internship, Fresher.
Ajex and JavaScript: 1 year (Preferred).
CSS/CSS3: 1 year (Preferred).",30+ days ago,2021-06-18,https://www.indeed.com/company/DBW-Online-Private-Limited/jobs/Web-Developer-Trainee-515f59513cd1b27b?fccid=8aed31d2d7e9c2de&vjs=3
Application Developer: Microsoft Collaboration,IBM,,,You love collaborative environments that use agile methodologies to encourage creative design thinking and find innovative ways to develop with cutting edge technologies.,30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=000f9aada957ebdc&fccid=de71a49b535e21cb&vjs=3
React Developer,Immortal-Technologies Pvt.Ltd,"₹10,000 - ₹20,000 a month",,"Developing new user-facing features using React.js.
Building reusable components and front-end libraries for future use.
Exp*. 1 to 3 Years.
Ability to understand business requirements and translate…",9 days ago,2021-06-18,https://www.indeed.com/company/Immortal--Technologies-Pvt.Ltd/jobs/React-Developer-36f9859c1a6ced1e?fccid=60d08162eda365b7&vjs=3
Software Engineer,AgileTechSM,,,"Develop and maintain custom web applications, MIS Reports, Dashboards as defined by the customers business requirements.
Track record of leading complex database/application projects with aggressive…",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=dd40ca78d9dea020&fccid=0fd7f14f19ec56f3&vjs=3
Dot Net Developer,Splice Global Services,"₹15,361 - ₹40,000 a month",,"Coordinate with other software professionals and developers.
Assist software personnel in handling project related work and other requirements.
NET framework, SQL Server and design/architectural…",12 days ago,2021-06-18,https://www.indeed.com/company/CmdShift-Consulting-Services/jobs/Dot-Net-Developer-2b8615d745e6dba8?fccid=1a04973fd1fa264d&vjs=3
Python Developer,TeamPlus Staffing Solution Pvt Ltd,,,"Work collaboratively with the design team to understand end user requirements to provide technical solutions and for the implementation of new software features.
Integration of data storage solutions.",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=a2422c6880aff964&fccid=ca2f37dcc1820233&vjs=3
Node.JS - Backend Developer,V Spark Communications Pvt. Ltd.,"₹1,00,000 a month",,"Work with the product and design teams to understand end-user requirements, formulate definitions of done, and translate that into an effective technical solution.
Total work: 4 years (Preferred).",15 days ago,2021-06-18,https://www.indeed.com/company/V-Spark-Communications-Pvt.-Ltd./jobs/Node-Js-fcc727dfdacfc22d?fccid=cab8299d31ea337f&vjs=3
Junior Software Developer,Newgen,,,"You will contribute to software solutions, architecture, and other software development processes such as deployment and release management, QA automation, and unit testing.",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=a2a765ebe3309ccf&fccid=93968584c9733719&vjs=3
.NET Developer,Genesis Web Solutions,,,"Net, Web Services, AJAX, XML, MVC.
Visual Studio, Dream Weaver, SQL Server.",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=e154f7ff0fbc0334&fccid=5db42ae9ab7d441c&vjs=3
C# Developer,BR Softech,,,"Translate application storyboards and use cases into functional applications.
Therefore, a commitment to collaborative problem solving, sophisticated design, and quality product is essential.",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=8f02d3d57d543777&fccid=6f078896cdce760b&vjs=3
Core Java Developer,Scry Analytics,"₹8,00,000 - ₹18,00,000 a year",,"Strong expertise in design patterns and coding best practices.
Experience in designing and building end to end distributed highly available N-tier web.
3+ years of strong experience in Java.",17 days ago,2021-06-18,https://www.indeed.com/company/Scry-Analytics/jobs/Core-Java-Developer-b07d8cf54bea19af?fccid=0f3c7d388790d789&vjs=3
React Js Developer,Panaesha Capital Private Limited,"₹5,00,000 - ₹10,00,000 a year",,"Responsible for development of new highly responsive, web-.
Develop a flexible and well-structured front-end architecture.
Work and collaborate with the rest of the engineering team.",13 days ago,2021-06-18,https://www.indeed.com/company/Panaesha-Capital-Pvt-Ltd/jobs/React-Js-Developer-6422363bd6ae58f6?fccid=b7efa08c7d2fb7f8&vjs=3
Software Developer (JavaScript),Nablasol,,,"1-4 years’ experience in software development or programming.
The responsibilities will include full lifecycle development of web applications for global clients.
A Bachelor’s Degree in any field.",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=5560813c80828296&fccid=8f0f35e8dba30d08&vjs=3
Dot Net Developer,WTS Net India Pvt Ltd,"₹17,567 - ₹46,473 a month",,"Bugs fixing in an existing project.
Webtech Solution Net is a leading company in web development and API integration related to financial technology located in Delhi.",6 days ago,2021-06-18,https://www.indeed.com/company/Webtech-Solution-.Net/jobs/Dot-Net-Developer-975cc4adc7a57dac?fccid=1539807cee1c15dd&vjs=3
