JOB TITLE,COMPANY,SALARY,LOCATION,SUMMARY,POST DATE,EXTRACT DATE,JOB URL
PHP/Laravel Web Developer,Vocso Technologies,,,"We have urgent opening for fresher and experienced PHP/Laravel web developers with 0-3 years experience in Faridabad, Delhi NCR location. Apply Immediately…",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=f471e184f92437ba&fccid=7d62863f94bceb20&vjs=3
Hiring For .Net Developer(Need 15 Days notice period Only),Provana,,,"Sound hands on experience with.
Solid understating of Object-oriented programming (OOPs).
ASP.NET, MVC 5+, C#, SQL,.
HTML, Java Script, CSS, JQuery, AJAX, LINQ.
Familiar with Azure Web Apps.",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=8906eaa0d2020e39&fccid=088e8ce063647a49&vjs=3
Dot Net Developer,Techgrow Software Pvt Ltd,"₹20,000 - ₹30,000 a month",,"Need Dot Net Developer for Client Side .
Able to give process knowledge and can give training to client.
Total work: 1 year (Preferred).",1 day ago,2021-06-18,https://www.indeed.com/company/Techgrow-Software-Pvt-Ltd/jobs/Dot-Net-Developer-217ec7bec4d50bcf?fccid=aee9caa14718285b&vjs=3
"Core C#, .Net Framework Developer",ROHDE & SCHWARZ GmbH & Co. KG,,,"Strong experience of software architecture, design patterns, design principles, SOLID principles.
Review of design, architecture and propose future proof design concepts.",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=0f188a2ed7c9d647&fccid=b5c03f369c8d2b82&vjs=3
PHP Developer,Rss Infotech Pvt. Ltd.,"₹10,373 - ₹35,184 a month",,"Software development: 1 year (Preferred).
Job Types: Full-time, Walk-In.
Total work: 1 year (Preferred).",30+ days ago,2021-06-18,https://www.indeed.com/company/Rss-Infotech-Pvt.Ltd/jobs/PHP-Developer-ef23e107e345e463?fccid=1514aeb4e21a6846&vjs=3
Software Engineer - C/Data Structures/Linux,Ciena,,,"Contribute in software design, development, validation, and documentation to deliver high quality, functionally excellent products.
Translate market directions, customer requirements, and new industry…",2 days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=5d89dcafb0d345fe&fccid=144a39be55e8440b&vjs=3
Software Development Specialist,NTT DATA Services,,,"3.Experince Angular 2 and Above.
1 Must have Strong basic in .
Strong SQL Back ground.
2 Experience in UI Development (HTML5/CSS/Boot strap).",Today,2021-06-18,https://www.indeed.com/rc/clk?jk=6e3957c0b1e8f7f9&fccid=ac38a400acc8fe73&vjs=3
Process Developer- Transaction,Genpact,,,"Work with business SMEs to develop the logics for banking regulations and related regulated reports/taxonomy using AxiomSL Controller View tool.
In this role, you will be responsible for the function…",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=ab121984305b1f64&fccid=afe30394bfba1470&vjs=3
Senior Software Engineer - Nodejs,Wise Monk,"₹15,00,000 a year",,"Experience in developing web applications using at least one popular web-framework is a plus.
Develop software verification plans and quality assurance procedures.
Write well-designed, testable code.",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=3cb55f430839aa84&fccid=8161f2dbeb2d6c8d&vjs=3
Software Engineer Testing,Bar Code India,,,"We integrate our solutions for seamless data exchange with all leading ERPs such as SAP, Oracle, Baan and other customized applications.
Work with cross-functional teams to ensure quality throughout…",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=eb65acb392519397&fccid=af896ac2e7e497a8&vjs=3
JavaScript Developer,OptiPhoenix,"₹25,000 - ₹55,000 a month","Janakpuri, Delhi, Delhi","Proficient in design software such as Figma, Sketch or Photoshop.
Develop new user-facing features.
Developing AB Test experiments using tools such as Optimizely, Adobe Analytics etc.",9 days ago,2021-06-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DswZ2Y-TP89vGl-b6FSUyhPkTTNAPx7bHozTqsyfEJRKAoGUJKRHomEG-qzDl9ZmbS3rD2PQ_izeNHE6gzSY_J8yeBMZcpdFFM5zfIECwz3y_YIvn0FkQWWY9D7P5OKPchwfB3_LApfmCssCCZ0AAaFwtUOMiWhg2Die1iBMOUvC_LpPEXuZioIIQiBfEoBWvQPNdVMlnlicRobxbGSHmQd9aMpYO7SMe1xdpWXKBSVnKasIWs2Xe7Ekoidi1_FS8TKN77Qs8bE1_NA7LAf4U7O5b8KQfK-hSFkzM1Oe-yU3xbyT6Q7o0wOU0b_AuHOG3NaEKUbbO-sbRvzCkR2xCKDLypU-0XowD2MzYNi4vECDRfUw41RdSbloE4dYIfKIQ6mR3JHOj1vPApneL0nFsb7I0onn5suqhnjDmbQE5ROKmcwIyZuRuQhdjxBwOCunHAvPeMuQfj6y5R3EYTTEDV7N9FMY5-wYxLZxmk_ewgA4AeJUDVWViS&p=13&fvj=1&vjs=3
Software Developer,Andromobi,"₹10,000 - ₹15,000 a month","Noida, Uttar Pradesh","Reverse Engineering, Api Development and module of a large project.
Good logical ability, Understanding of Algorithm and Data Structure.
Expertise in any programming language.",Today,2021-06-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CUjxFVlX-UBvpWTdv_u-T3TA_nXfP1MrZ4AOYPbRkTmuoRs9syRo7FasU-OTHg8FdznmA_t18BYKA3PNkt7v5PGaW_jZLOqTd3ewmRwrnYzhW-8JdKgsuT4CiLKbt2wQgiaOpPaNy3hgXx1wdv3f9oF7HGbi_N6BvJkyHPhiK8v-qKnfRZLNoojLZ1CEXjO8TOmODnqBujvcebdVr9H9MlYqcCnCcNg08zyvKWK70SIoogJO1pu70MS3zANHtk5w4Q3yUcWwo1HeiBqenbpvSGOF5VSZLdbPVxhTptGq4JD_THrh2zWqm4jEgXi0l54EE4uAn51iQMnewn9pL2YqtKSQvvdV7nYAnUq1WXAxDzjmxjoFbMfCg1jPxNzIW3P_JEq7m_-WXMNuAwPyicqNmKxZ0-nIlI7POPTGtlg4ZwFDNFncCAbV1mrmaj0hK4W3jzvIsKYVOUOa_KHJ2GYSKfTGz2-SA6lo8a-HYdfZKdGfa0n_ATWGRi&p=14&fvj=1&vjs=3
Senior Software Engineer,Owl Project Management,"₹15,00,000 a year","New Delhi, Delhi","We need someone who has experience with large projects and is familiar with the challenges involved in delivering a high-quality software product, including having an eye for code quality…",30+ days ago,2021-06-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CUEvOD0Hj5sg0uHMgkCRN20kHemIWEBktdkUviF9CzwjT7ZSOLxgiPgPCSIzm30v8Flmq64CJn9en_w98kE7TAka8WcgNvupYqoO_9nEkgokRePnVrCPeNrrme8R64jeaDM-akqz4U4qBxeyjkKGsDXcnz892G9cvquVSjoud7l-budelAWSlHyOjfcIEi1EELBX4dtQvHH5qPDQZJ-JHKHIp34RIBfYBq6QuTseaXlu7TP5mMJVOH4LZ_HxSImCj2A15DyrFL_kIN_vqXK0yIgF363qh_xu5YNUdv4iC-F-wSLL6nFTSyzB9wHcj04m-Gq5OZMwtnH590GLr5oNCIJlvz_hy-YQBH0qdyJPQv_DlJVNuyajwjIjMRE6ets1lW0mp1MecxYHs60RWjUGe59EmEQU4azPMNmYxNwfWr677oVyawwKNR9hmmtMWbW94uRPqLaL44ftOV92NMZKrfYVItbVICAsf_fYF3V6-wvSm9VTHyFOtXBGCVNYF8ECc=&p=15&fvj=1&vjs=3
Software Engineer,i2V Systems,,,"Designing and writing code for new software products.
Improving, adding new features and maintaining existing software products.",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=0210ba42cf75379c&fccid=b18d489288f8f905&vjs=3
Java Developer,Extramarks Education India Private Limited,"₹9,00,000 - ₹17,00,000 a year",,"3+ years of experience developing web application, Backend, API and big data-based applications/software.
Experience with open-source technologies (if no practical work experience w/ Big Data, or…",30+ days ago,2021-06-18,https://www.indeed.com/company/Extramarks-Education-India-Private-Limited/jobs/Java-Developer-679cc78bf1f6d8ea?fccid=e8cc7251ddb4c5ab&vjs=3
Software developer (Angular),Algoworks Solutions,,,"Create complex web applications and user interfaces using JavaScript, HTML, and CSS.
Experience with responsive layout and design, preferably with Bootstrap framework.",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=338c20ce93ec6864&fccid=707e77729a732050&vjs=3
React Native Developer,I- Clear Technologies Private Limited,"₹25,000 - ₹45,000 a month",,"Reach out to the open-source community to encourage and help implement mission-critical software fixes.
Understanding of native build tools like Xcode, Gradle, etc.
Familiarity with RESTful APIs.",8 days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=89daec075b1ca299&fccid=278b4eabf13903ba&vjs=3
Java Developer,Armezo Solutions,,,"Experience in developing web applications using at least one popular web framework (Spring MVC).
Familiar with various design and architectural patterns.
Knowledge of concurrency patterns in Java.",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=2b05b199517e8fb8&fccid=e261d808ec32a748&vjs=3
HTML Developer/UI Builder,Aphro ECS,,,"Understand the client requirements & design specifications and developing DIV based websites.
Designing brochures, logos, software interface and other graphics.
Knowledge of photoshop for slicing.",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=16bd778b6226ca7f&fccid=46aa44c01e56b608&vjs=3
Web Developer,Noisy Lion,,,"Web development: 3 years (Preferred).
2+ years of experience in web animation development using HTM5 Animation.
Strong knowledge of Animation using HTML5, CSS3, JavaScript.",10 days ago,2021-06-18,https://www.indeed.com/company/Noisy-Lion/jobs/Web-Developer-75166eaeb88da529?fccid=e62007a7acfce05a&vjs=3
"React Native Developer (Min 6 Month exp, Max 1.5 Years)",MindPeers,"₹35,000 - ₹65,000 a month",,"Looking for best practices of great architecture design and writing understandable documentation.
Git source code management (We use GitLab).
Perfect knowledge of the backend and the ability to…",18 days ago,2021-06-18,https://www.indeed.com/company/MindPeers/jobs/React-Native-Developer-1dab83060de210ef?fccid=263b517105ffe3f3&vjs=3
PHP Laravel Developer,Chetu Inc.,"₹6,00,000 a year",,"Understanding of MVC design patterns.
Creating database schemas that represent and support business processes.
Strong knowledge of the common PHP or web server exploits and their solutions.",Today,2021-06-18,https://www.indeed.com/company/Chetu-Inc./jobs/PHP-Laravel-Developer-83f3ebe6a771c4b3?fccid=65bef01c065770c4&vjs=3
Associate Software Engineer,SHL,,,"Write unit tests (using Jest), and be an advocate for testable code with high coverage.
Developing modern, backend/front-end, consumer-facing web apps using breakthrough technologies.",21 days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=b302312c7ba61f4c&fccid=f03039b0ced87a63&vjs=3
Process Developer - RTR,Genpact,,,"In this role, you will be responsible for all the activities related to general accounting which include:
We require someone with extensive knowledge and experience in General Accounting.",6 days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=1c7796cebc4b4f72&fccid=afe30394bfba1470&vjs=3
"Developer-Java, Oracle, WebServices",FIS Global,,,"Designs and develops software product applications for market sale or large-scale proprietary software applications for internal use.
Write technical specifications based on conceptual design and…",15 days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=42d6a1103340fda4&fccid=74e36d81c894b4b7&vjs=3
Sr. Software Developer- Asp.net,Midas It Services,,,"Skills: JavaScript, jQuery with SQL Database knowledge, MVC (any version), design patterns, OOPS Concept, Web- Api, SQL Server, Html, Css, Version Control, Node.js, Entity Framework, LINQ.",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=42734646623831d3&fccid=5538633b7efdc529&vjs=3
Java Developer,Rawzor,,,"Java with Strong OOP Concepts JavaScript, CSS3 and Angular Spring MVC and Hibernate SWT UI Development SQL and Stored Procedures Integrating 3rd party…",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=a1f0e1f03b8b7eba&fccid=75c51244ddea54e3&vjs=3
UX Developer,Crypto Mize,,,"UX developers, also known as user experience developers, plan, design, and develop web applications and web pages using code and visual design tools.
Usually, good UX developers will understand how to…",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=29d0ed8e20d27c70&fccid=bdad58a8df3ba8a4&vjs=3
Web Developer,Akua Behavioral Health,"₹10,00,000 - ₹12,00,000 a year","New Delhi, Delhi","Proficient design skills: for both SEO and end-user simplicity.
Must have both solid experience in programming languages and design best practices.
The Webmaster position at Akua will be responsible…",24 days ago,2021-06-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BKU_KwcAl-B1BHFgCu_rlSdkq9IY0obZ9JUZdZJ2QvHjhnCZ4KWzBiEnqdGH9CAGxAwL8lkLM8B6FA2jQpKu-0xpw8_k9C0hzIjniqtMHP4bSi0VeTwgBwkWNMjQY_8BrT0mfneorVs9AhQUclWWn3EXzA0vE4QQx-gNjlBcZY8U4jL2LZ6ZsphC2lOwTKEN5cSlH3P4Kl7L65K-W00_XW_cwTdQyu_jM7p2f_gnM1Zmvz_bCsNWK7e_n1GFkZj_2i-py07mIY-CqRIaLhQrgASrXAarDe1S9ZZcj70EJCK6g-iFXqtZqggH5K3gF48lETbWH0hjbFCyF0hptkKu55zLxY4IMQ-_vDTBYjXJDHgDgD4UnudsYBjPAY009esHfMKRuIAShdt5Yy2kn5mmpK54uE0c2grHjtDqJ-v8Q9ngWt8340EI4VRUibjUDmF6yPYuEJhDvQlbPB6uP6Jejpy7QKYQdj4zLaoLlH9zABlg==&p=0&fvj=1&vjs=3
Dot Net Developer (2 years bond terms),Sagar Informatics Pvt Ltd,"₹8,000 a month","Munirka, Delhi","On selection, Next 5 months live industrial project training with a stipend of INR 8,000/month.
Candidate applying will be working as a trainee for project.
Minimum Graduation (BCA, MCA, B tech).",5 days ago,2021-06-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bgij00CqwLJsDpuomi8zOh2BW9fs-_Zj0m2UH3jcWTFCDBPu2JQpIQ8qEhs-39I4xRShLcOo2-lIMucKgir2XM8Eb8H2H3-k6l3SAT0ZtatR95nJ8tWKJekfB-iDayy3z9pVbhCDV3HNfJ8YWVl-veLnCm6mqGpmvl1uSusFQThpeWYN48XcPHJGNidEf3wGSsYbmthWXlb_gDxP6g3VqOcXnpLipLAJhADqP8XecIsh7TttmyzTyxuu3ZhYKWeaHfn5g1GQNG3RNoVZqoPvlrpWPqOyfsWlXwd4Z20ximzyjAbmSLOEXgPyLJypYV0AaXQ_YDcsBYRB50IyHSUAUKdF7nVa-PWiJgn8lqNiv2GqyTYDDWFgTjAvmO6HVFZoIuITwpAo78UZMZyrOmbTTO0mU4EaWNodzvNSxSSyMiH7G8qYsnnlmSnbAJDUtMKVNkztbPj92hgpnEOJ8vVq5w3f_DMtQzRrLFQxShVyHpGY5iA8tre0IAW_VU7GvzM78=&p=1&fvj=1&vjs=3
Web Developer - Laravel Specialist,Duel Marketing,"₹6,00,000 a year","New Delhi, Delhi","Duel Marketing (https://duelmarketing.com), performance digital marketing agency delivering high quality web design and development, marketing and other digital services whilst striving to be best in…",3 days ago,2021-06-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BgwZZtNz3RlgKkyuiD1wyofhRm_nTU-aZqJU2JCpLGSqm4FMcRLebsxe3GViJaH1TtOUWBrn3dUM9SJXaz72e02YmuUfRVx64ItaQkcnN2xVTjCA5C7SBUYSTigntkelZ9wAJq53fg1ETaXe-YUSH7WJQLkwT3Q7M6ExUb3YXqzB-K74uQE1IqL7KRrGed3URInpIF3nfgqL4y_OUbHwWm8FjYFq7vPPKOvzhJe1xHtnSWLwUhepXtRWXQD2ejMZftbLvkCk66oOrp_8hvKiDmuJK4p5XX1n_v35pgBmx9zmlBbmYyvD_CVv67wkJ9T2gtzh36PTJG9Vlzc8gDeuOxxN56D3k227rJXuCxPlTORc3QayUGeYDZCerhGBIZD_tJw69uLdSrka6vsV2P-fz2-FROuk3TUcl6gPM8B04eS-Hnr6XZ3NIUAc8foI8ZTeXFTLTRhGFh2n_6bQ9a018DmlxbC4EC-3UYfAxmIwv6nN7nYd4vH7nAvf4CzA70KIk=&p=2&fvj=1&vjs=3
Full stack blockchain developer,Visaman Biotechnologies LLP,"₹55,000 - ₹80,000 a month",,"You will accomplish all aspects of the product’s development, within an agile environment using modern web/application tools, UX and workflows.
Ethereum smart contract development using Solidity and…",2 days ago,2021-06-18,https://www.indeed.com/company/Space-and-Service/jobs/Full-Stack-Blockchain-Developer-883158019fb19870?fccid=a43f237027408df6&vjs=3
Software Engineer,CloudCentric Infotech Pvt. Ltd,,,"• Strong database concepts, OOPS concepts and hands on training projects..
• Work on Salesforce.com, Apex, Visualforce, Lightning, Integration, REST, SOAP APIs.
Tech in Computers, MCA in Computers*.",30+ days ago,2021-06-18,https://www.indeed.com/company/CloudCentric-Infotech-Pvt.-Ltd/jobs/Software-Engineer-7a2c3ff4aabc4c00?fccid=ffc736e64a52de22&vjs=3
C# .NET MVC Developer(Urgent Hiring),CIYA Technologies,"₹12,000 - ₹25,000 a month",,"Knowledge of Xamarin Native development would be an added advantage.
Experienced in Database design and development preferably MySQL, SQL Server.
NET Developer (asp.net, C#, MVC, Angular will be plus)…",25 days ago,2021-06-18,https://www.indeed.com/company/TRANZOL-SOLUTIONS/jobs/Csharp-Net-Mvc-Developer-1ca8f94fd5976fd8?fccid=8ed0b5f38c307882&vjs=3
SAP ABAP Developer,TechSpawn Solutions,"₹8,00,000 - ₹10,00,000 a year",," Writing the code using ABAP programming language on the basis of the blueprint provided.
 Consulting with professionals from other departments and those working on specific SAP.",28 days ago,2021-06-18,https://www.indeed.com/company/Comein-Network-Technology-Private-Limited/jobs/SAP-ABAP-Developer-701cf9b6f9401c70?fccid=f36acab2cfbe7607&vjs=3
ReactJS Developer,Nixtor Technology,"₹14,558 - ₹68,447 a month",,"Experience in UI/Front-end development of rich interactive web-based applications or modules.
Designing a modern highly responsive web-based enterprise application component user interface.",26 days ago,2021-06-18,https://www.indeed.com/company/Nixtor-Technology/jobs/Reactj-Developer-52c94c9d547aa1df?fccid=8e8771b8a932722d&vjs=3
Software Engineering/Automation Testing Internship,Planify,"₹7,000 a month",,"Design, execute and automate tests of front-end applications, and middle and back-end software across a variety of architectures and cutting-edge technologies 3.
Have relevant skills and interests.",2 days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=94634f6af1c0023f&fccid=04e9565d8f928e9e&vjs=3
Dot Net Developer,Think Straight,"₹1,20,000 a year",,"Job Types: Full-time, Fresher.
Total work: 1 year (Preferred).
Temporarily due to COVID-19.",Today,2021-06-18,https://www.indeed.com/company/Think-Straight/jobs/Dot-Net-Developer-c46deac4e0108909?fccid=174682e91fe03b4d&vjs=3
Java Software Engineer,Glaucus Supply Chain Solutions,,,"0-2 years previous experience as a professional software developer.
Strong technical design, requirements, and use case development.
Experience with tuning deployed applications for scalability and…",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=84165763a7591d36&fccid=917d1c6b87d5964a&vjs=3
Software Development Engineer,ADCI - BLR 14 SEZ,,,"2+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems.
Solid verbal and written communication skills.",Today,2021-06-18,https://www.indeed.com/rc/clk?jk=b20f2912f670fee5&fccid=fe2d21eef233e94a&vjs=3
Application Developer,Soft Tech Products,,,"Experience: Total of 4 to 6 Yrs of experience out of which Min 3 years of relevant Experience.
Thorough knowledge and hands-on experience of:
Qualification (Technical) & Other Qualification: B Tech/…",2 days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=be0346faf1fc36e3&fccid=5c9e37c4a1b27a92&vjs=3
JavaScript Developer,OptiPhoenix,"₹25,000 - ₹55,000 a month","Janakpuri, Delhi, Delhi","Proficient in design software such as Figma, Sketch or Photoshop.
Develop new user-facing features.
Developing AB Test experiments using tools such as Optimizely, Adobe Analytics etc.",9 days ago,2021-06-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DswZ2Y-TP89vGl-b6FSUyhPkTTNAPx7bHozTqsyfEJRKAoGUJKRHomEG-qzDl9ZmbS3rD2PQ_izeNHE6gzSY_J8yeBMZcpdFFM5zfIECwz3y_YIvn0FkQWWY9D7P5OKPchwfB3_LApfmCssCCZ0AAaFwtUOMiWhg2Die1iBMOUvC_LpPEXuZioyTYhiyEm1LCZ8eqSykWAcEOVIn-7PrE5HMrw1GHmrFUBlG-QbXqiqraWDkpnbKZlKntAN6XF2keqxKmL0bwVITAjSkkTEqBdTPXW3KCmlMfpBH_L356ormGzZ0cXxiNt3RsBnz60wpHMJAf95kHxfJDnSanAc32LVUNdghTFlk_6lckE3xc-pk1xAkKeaEDElhQsF1YmyMTM0UzSoEzGUV6-uj0CykoAGvUUSkHaxM9o03b4PY9X6rixSokJCssVypMA3mnA636ijDwrFt6_oduyjYz1hTmQSYqmYMqLJwg74G9p4DvTgmToaDeOHGCV&p=13&fvj=1&vjs=3
Software Developer,Andromobi,"₹10,000 - ₹15,000 a month","Noida, Uttar Pradesh","Reverse Engineering, Api Development and module of a large project.
Good logical ability, Understanding of Algorithm and Data Structure.
Expertise in any programming language.",Today,2021-06-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CUjxFVlX-UBvpWTdv_u-T3TA_nXfP1MrZ4AOYPbRkTmuoRs9syRo7FasU-OTHg8FdznmA_t18BYKA3PNkt7v5PGaW_jZLOqTd3ewmRwrnYzhW-8JdKgsuT4CiLKbt2wQgiaOpPaNy3hgXx1wdv3f9oF7HGbi_N6BvJkyHPhiK8v-qKnfRZLNooJcyKYAMc6j30snAsbTM8esjy-OtLpbD-p5gXjQRkSZCnI7AYlU1PevUObtVDP1nDP8O4oilP2RCkYhXrSgIsopbycFdi1eQGFqg3hytg0PqLF2YJGKqM_fIJkLkUpQXZOnjBU8NutJ5HMfyevIbiifiwp9ZVWALkDRac794OgetwRsCQ3ZV5Vc8wMGLaVCIbTeDSDpe4yAv6BHgBXaJxWO4JmiXpoMGdtRuRM0-DEbqa2xaY4CKM5Me9eVxxzUBJublVK-J-X1Nu-Sgnam7jLVVy-Fi-HwBizm27tKmpOjRE5hBKgfT22saBCgD_TnQf&p=14&fvj=1&vjs=3
Senior Software Engineer,Owl Project Management,"₹15,00,000 a year","New Delhi, Delhi","We need someone who has experience with large projects and is familiar with the challenges involved in delivering a high-quality software product, including having an eye for code quality…",30+ days ago,2021-06-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CUEvOD0Hj5sg0uHMgkCRN20kHemIWEBktdkUviF9CzwjT7ZSOLxgiPgPCSIzm30v8Flmq64CJn9en_w98kE7TAka8WcgNvupYqoO_9nEkgokRePnVrCPeNrrme8R64jeaDM-akqz4U4qBxeyjkKGsDXcnz892G9cvquVSjoud7l-budelAWSlHQqlAhpplwlEuZ8svobb1CnEwE6mRCy7xVEm75oNnB3Iujckyi3QpxRyIulVqPSyQDy-yUpOGLpycSGBSKakhSVl23WR9imZV_CbGQn7aTHO3aHbOUPp0O7Pc8ti6OokpakjvpZVTrOageSm68n_igWC45I6hjuMPWoEn-Uedl5kIXAQaW_NSCXwlJPoX7xnQH1kv1GyeFhJqFSnRVQ3EvswbZUt9edQ-NZ25migvyErFtCqSzgxXrG-kI2cYsxYZlam9QNkFvRPTz0lveQAJiUvj72PTYaLEDnQqkZMs6ZlN72-zfUtPQMXTl9sSdYP1eY3vQ2FsKeA=&p=15&fvj=1&vjs=3
PHP Web Developer,SpotCodes Technologies,"₹18,000 - ₹25,000 a month",,"Also, an understanding of the entire web development process, including design, development, and deployment is preferred.
Helping formulate an effective, responsive design and turning it into a…",6 days ago,2021-06-18,https://www.indeed.com/company/SpotCodes-Technologies/jobs/PHP-Web-Developer-2d1ac2cbbccaa38d?fccid=ffb0e6240e439d4a&vjs=3
Multimedia Developer,Dewelopers,,,"A strong background in HTML, HTML5 and Adobe Suite (After Effects, Premier Pro, Media Encoder, Action Script 3, etc).
Up-to-date with recent technological advances and developments, advances in…",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=e111f593aeb15609&fccid=e975c2d92feeb03b&vjs=3
Senior Software Engineer- Backend,Sentieo,,,"You will build new server and data processing infrastructure to help us handle an ever-increasing amount of data.
You will be working on both our back-end and front-end deployments(majorly Back-end).",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=9fcf730082566a27&fccid=edf61cc3a19552f1&vjs=3
Games Developer Unity,Jan Elaaj,"₹5,000 a month",,"Unity software development: 1 year (Preferred).
You should have been developing games for atleast one year.
Job Types: Part-time, Internship.",30+ days ago,2021-06-18,https://www.indeed.com/company/Jan-Elaaj/jobs/Game-Developer-Unity-b0ec385269309497?fccid=d11d443242398c1a&vjs=3
Dot Net Developer,AAPC,"₹5,00,000 - ₹12,00,000 a year",,"Create and execute unit tests to ensure quality.
NET applications to serve AAPC’s 200,000 members.
Work on web services, web sites and Windows applications.
Knowledge of Xamarin is an added advantage.",23 days ago,2021-06-18,https://www.indeed.com/company/AAPC/jobs/Dot-Net-Developer-54d796d96da362f5?fccid=a10e20802c4c9304&vjs=3
Junior .Net Developer,Impressico Business Solutions,,,"1+ years of experience in IT software development using Microsoft technologies.
1+ years of hands-on experience on software development in ASP.
1+ years of experience in MS SQL Server (RDBMS).",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=b48ab455828bc557&fccid=1b6fbfa26edc1ce1&vjs=3
Developer Others,ITC Infotech India Ltd,,,"Experience performing user administration tasks for various in-house and third party applications.
Knowledge of and the ability to adhere to SAS and SOX audit requirements pertaining to Identity &…",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=3cd8661c062b89dd&fccid=47cca1a92b73a5b2&vjs=3
Software Engineer Java,Ciena,,,"Understand requirement from Product Owners/Architects in areas of Optical Transport Technologies (DWDM concepts, OTN, SONET/SDH Protocols, optical networks) and break them into end-to-end use cases.",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=508d918c610d27a9&fccid=144a39be55e8440b&vjs=3
Mobile App Developer,Crypto Mize,,,"These applications can be pre-installed on phones during manufacturing platforms, or delivered as web applications using server-side or client-side processing (e.g., JavaScript) to provide an …",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=fbea42e6effdfd8b&fccid=bdad58a8df3ba8a4&vjs=3
Senior PHP Developer,Logiccircle Pvt Ltd,"₹40,000 - ₹50,000 a month",,"Software development: 3 years (Preferred).
- Understanding of MVC design patterns.
Experience : Min. 3 to 5 Years ( PHP Developer profile ) *.
Total work: 3 years (Preferred).",Just posted,2021-06-18,https://www.indeed.com/company/Logiccircle-Pvt-Ltd/jobs/Senior-PHP-Developer-89877945f41ba55d?fccid=55007f8d9e89c050&vjs=3
Software Development Manager,Oracle,,,"As a manager of the software engineering division, you will apply your knowledge of software architecture to manage software development tasks associated with developing, debugging or designing…",3 days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=c021a7f7f7441aad&fccid=cd22d01053af7669&vjs=3
Oracle Procedural Language Extensions to SQL Application Developer,Accenture,,,"Key Responsibilities : 1:Work closely with client and team and understanding the requirement, design,analyse and do the code changes 2:Helping team and client to resolve production issues 3:Should…",Today,2021-06-18,https://www.indeed.com/rc/clk?jk=268ba380bbdb2a41&fccid=a4e4e2eaf26690c9&vjs=3
Net Developer,Agranika Techlabs,"₹15,000 - ₹35,000 a month",,"1 to 3 years of software development experience on C#,ASP.
1 to 3 years of software development experience on C#, ASP.
We are looking for a Dot Net developer with good knowledge on MVC & Angular JS…",2 days ago,2021-06-18,https://www.indeed.com/company/Agranika-Techlabs-LLP/jobs/Net-Developer-d8da88585bb16857?fccid=8600683e0a96ebcd&vjs=3
ReactJS Developer,CNS Web Technologies Pvt Ltd,"₹12,444 - ₹54,861 a month",,"To ensure success as a react.js developer, you should have in-depth knowledge of JavaScript and React concepts, excellent front-end coding skills, and a good understanding of progressive web…",19 days ago,2021-06-18,https://www.indeed.com/company/Cns-Web-Technologies-Pvt-Ltd/jobs/Reactj-Developer-7e2eb4109b9582f7?fccid=5d6a2e9ed11f93c8&vjs=3
